area_sqm,building_year,num_rooms,has_elevator,has_parking,has_storage,price(in_toman),floor_number,district
95,1395,2,Yes,Yes,Yes,6840000000,1.0,تهران‌سر
70,1382,2,Yes,Yes,Yes,7150000000,35.0,جنت‌آباد جنوبی
135,1389,3,Yes,Yes,Yes,18900000000,14.0,آسمان
103,1396,2,Yes,Yes,Yes,133980000,,شهرآرا
85,1400,2,Yes,Yes,Yes,135294000,,پاتریس لومومبا
63,1386,2,No,Yes,Yes,5300000000,34.0,پونک
56,1383,1,No,No,Yes,3250000000,24.0,نارمک جنوبی
100,1388,2,Yes,Yes,Yes,135000000,,امانیه
92,1403,2,Yes,Yes,Yes,14400000000,3.0,شهرآرا
110,1389,3,No,Yes,Yes,12500000000,14.0,پونک
47,1386,1,No,No,No,2300000000,2.0,نازی‌آباد
92,1385,2,Yes,Yes,Yes,10500000000,45.0,تهرانپارس غربی
75,1389,2,Yes,Yes,Yes,7500000000,25.0,پونک
155,1403,3,Yes,Yes,Yes,24750000000,5.0,شهرآرا
95,1403,2,Yes,Yes,Yes,130000000,,سازمان برنامه
105,1384,2,Yes,Yes,Yes,144761000,,یوسف‌آباد
74,1395,2,Yes,Yes,Yes,4450000000,24.0,جی
90,1402,2,Yes,Yes,Yes,18800000000,36.0,یوسف‌آباد
60,1391,2,No,Yes,Yes,5450000000,3.0,پونک
80,1388,2,Yes,Yes,Yes,7600000000,15.0,شهر زیبا
56,1397,1,Yes,Yes,Yes,58928000,,نظام‌آباد
66,1391,2,No,Yes,Yes,3650000000,33.0,جیحون
95,1400,2,Yes,Yes,Yes,18000000000,25.0,گیشا (کوی نصر)
103,1397,2,Yes,Yes,Yes,11500000000,35.0,شهران جنوبی
45,1391,1,Yes,No,Yes,59555000,,سلیمانی
140,1403,3,Yes,Yes,Yes,1100000000,1719.0,چیتگر
130,1392,3,Yes,Yes,Yes,17800000000,45.0,یوسف‌آباد
60,1398,2,Yes,Yes,Yes,2500000000,13.0,اندیشه (شهر زیبا)
70,1383,2,Yes,Yes,Yes,100000000,,شهران شمالی
61,1380,2,No,No,Yes,57377000,,سلسبیل
110,1390,2,Yes,Yes,Yes,11000000000,2.0,شهران جنوبی
75,1402,2,Yes,Yes,Yes,73333000,,سبلان
80,1402,2,Yes,No,Yes,2340000000,1.0,مبارک‌آباد بهشتی
54,1388,1,No,Yes,Yes,21481000,,اکباتان
92,1403,2,Yes,Yes,Yes,4550000000,2.0,کوی فردوس
50,1399,1,Yes,No,Yes,3650000000,14.0,شکوفه
60,1401,1,Yes,Yes,Yes,2400000000,44.0,اندیشه (شهر زیبا)
96,1403,2,Yes,Yes,Yes,17280000000,46.0,تهرانپارس غربی
120,1402,2,No,Yes,Yes,1050000000,12.0,شریف‌آباد
78,1396,2,Yes,Yes,Yes,9450000000,2.0,سازمان برنامه
91,1398,2,Yes,Yes,Yes,14800000000,1.0,سعادت‌آباد
151,1402,3,Yes,Yes,Yes,42800000000,3.0,سعادت‌آباد
250,1403,3,Yes,Yes,Yes,87000000000,46.0,دروس
65,1391,2,Yes,Yes,Yes,3900000000,2.0,بریانک
98,1370,2,No,No,Yes,10500000000,1.0,سیدخندان
105,1401,2,Yes,Yes,No,500000000,1.0,پیروزی
61,1392,1,Yes,No,Yes,3650000000,24.0,میدان حر
100,1380,2,No,Yes,Yes,121000000,,اختیاریه
300,1397,4,Yes,Yes,Yes,95000000000,56.0,زعفرانیه
130,1403,3,Yes,Yes,Yes,25000000,,چیتگر
38,1383,1,No,No,Yes,1850000000,2.0,جیحون
53,1385,1,No,Yes,Yes,3200000000,13.0,سبلان
55,1402,1,Yes,Yes,Yes,13636000,,چیتگر
165,1402,3,Yes,Yes,Yes,37500000000,55.0,دروس
104,1398,2,Yes,Yes,Yes,12100000000,35.0,جنت‌آباد مرکزی
66,1388,2,No,Yes,Yes,1870000000,12.0,طرشت
60,1389,2,No,Yes,Yes,51666000,,گمرک
108,1401,3,Yes,Yes,No,5250000000,35.0,هفت چنار
155,1402,3,Yes,Yes,Yes,23000000000,36.0,تهرانپارس غربی
67,1403,1,Yes,Yes,Yes,137313000,,عباس‌آباد
70,1396,1,Yes,No,Yes,5750000000,15.0,شمس‌آباد
100,1403,2,Yes,Yes,Yes,1300000000,1522.0,سرو آزاد
135,1399,3,Yes,Yes,Yes,23500000000,3.0,یوسف‌آباد
55,1380,2,No,Yes,Yes,5181000,,هفت چنار
62,1395,2,Yes,Yes,Yes,3650000000,44.0,هفت چنار
105,1403,3,Yes,Yes,Yes,80000000,,جیحون
76,1397,2,Yes,Yes,Yes,140657000,,مرزداران
155,1389,3,Yes,Yes,Yes,22900000000,35.0,دزاشیب
140,1393,3,Yes,Yes,Yes,17000000000,35.0,تهرانپارس غربی
50,1385,1,No,No,Yes,2550000000,24.0,سلیمانی
102,1393,2,Yes,Yes,Yes,12500000000,14.0,هفت حوض
50,1395,1,No,Yes,Yes,1000000000,13.0,اندیشه (شهر زیبا)
42,1394,1,Yes,No,Yes,2840000000,1.0,هفت چنار
90,1403,2,Yes,Yes,Yes,13500000000,4.0,ارم
95,1383,2,No,Yes,Yes,7800000000,14.0,ارم
120,1392,2,Yes,Yes,Yes,31000000000,46.0,ولنجک
85,1403,2,Yes,Yes,Yes,6250000000,35.0,هاشمی
44,1403,1,Yes,Yes,Yes,93181000,,سلسبیل
58,1403,1,Yes,Yes,Yes,7000000000,46.0,شهران جنوبی
70,1400,2,Yes,Yes,Yes,1700000000,2.0,اندیشه (شهر زیبا)
120,1402,3,Yes,Yes,Yes,10000000,,چیتگر
44,1395,1,Yes,Yes,Yes,2750000000,44.0,شیوا
58,1378,2,No,No,Yes,2980000000,,سلیمانی
85,1401,2,Yes,Yes,Yes,152941000,,فاطمی
150,1403,3,Yes,Yes,Yes,25500000000,25.0,هروی
120,1400,2,Yes,Yes,Yes,17000000000,2.0,نیلوفر
110,1397,2,Yes,Yes,Yes,11330000000,4.0,شهر زیبا
63,1392,1,Yes,Yes,Yes,8500000000,2.0,سهروردی
92,1397,2,Yes,Yes,Yes,11400000000,5.0,جنت‌آباد جنوبی
97,1398,2,Yes,Yes,Yes,10300000000,3.0,شهرک نفت (منطقه ۵)
125,1403,3,Yes,Yes,Yes,15000000000,25.0,آبشار
106,1403,2,Yes,Yes,Yes,128301000,,شهرک راه‌آهن
50,1402,1,Yes,Yes,Yes,850000000,412.0,چیتگر
85,1389,2,Yes,Yes,Yes,10800000000,3.0,سوهانک
115,1396,2,Yes,Yes,Yes,14650000000,55.0,مرزداران
67,1398,1,Yes,Yes,Yes,6500000000,14.0,اندیشه (شهر زیبا)
178,1397,3,Yes,Yes,Yes,48000000000,56.0,سعادت‌آباد
70,1389,2,No,No,Yes,52142000,,آذربایجان
101,1387,2,Yes,Yes,Yes,13650000000,2.0,سهروردی
60,1386,2,No,Yes,Yes,4450000000,4.0,آذربایجان
170,1398,3,Yes,Yes,Yes,33000000000,36.0,سعادت‌آباد
85,1385,2,Yes,Yes,Yes,182352000,,سپهر
98,1383,2,Yes,Yes,Yes,10200000000,2.0,جنت‌آباد مرکزی
64,1395,2,Yes,Yes,Yes,148281000,,پونک
69,1397,1,Yes,No,Yes,2990000000,55.0,فلاح
185,1402,3,Yes,Yes,Yes,65000000000,56.0,سعادت‌آباد
61,1398,1,Yes,No,Yes,59836000,,جیحون
115,1385,3,No,Yes,Yes,11330000000,14.0,پونک
100,1403,2,Yes,Yes,Yes,12500000000,55.0,جنت‌آباد شمالی
145,1400,3,Yes,Yes,Yes,22000000000,55.0,فاطمی
89,1403,2,Yes,Yes,Yes,2500000000,311.0,چیتگر
150,1370,2,No,No,Yes,11880000000,,جوادیه
80,1389,2,Yes,Yes,Yes,8700000000,2.0,سازمان برنامه
137,1401,2,Yes,Yes,Yes,12000000000,716.0,دریاچه شهدای خلیج فارس
95,1386,2,No,Yes,Yes,71473000,,ستارخان
48,1378,1,No,No,Yes,2500000000,33.0,صفا
130,1403,3,Yes,Yes,Yes,150000000,,باغ فیض
200,1387,4,Yes,Yes,Yes,26000000000,55.0,کوی مهران
114,1402,2,Yes,Yes,No,6100000000,2.0,علی‌آباد
125,1403,3,Yes,Yes,Yes,130000000,,تهران‌نو
71,1383,2,Yes,Yes,Yes,97042000,,اباذر
63,1393,1,Yes,Yes,Yes,5300000000,14.0,استخر
125,1402,2,Yes,Yes,Yes,164000000,,یوسف‌آباد
102,1403,2,Yes,Yes,Yes,154901000,,مرزداران
230,1403,3,Yes,Yes,Yes,68000000000,46.0,پاسداران
80,1390,2,Yes,Yes,Yes,10200000000,25.0,مرزداران
125,1385,2,Yes,Yes,Yes,152000000,,یوسف‌آباد
110,1402,2,Yes,Yes,Yes,18500000000,55.0,شهرک ژاندارمری
110,1388,3,No,Yes,Yes,7800000000,34.0,نارمک
50,1394,1,Yes,No,Yes,4300000000,24.0,زنجان
75,1386,1,Yes,Yes,Yes,180000000,,نیاوران
68,1390,2,Yes,Yes,Yes,52941000,,جی
110,1400,2,Yes,Yes,Yes,17000000000,3.0,اباذر
105,1395,2,Yes,Yes,Yes,146666000,,تهران‌ویلا
65,1390,2,No,No,Yes,3100000000,44.0,افسریه
49,1384,1,No,No,Yes,72448000,,جیحون
110,1398,2,Yes,Yes,Yes,17000000000,6.0,هروی
115,1398,2,Yes,Yes,Yes,98260000,,طرشت
180,1392,3,Yes,Yes,Yes,29000000000,4.0,نیاوران
52,1400,1,Yes,Yes,Yes,1380000000,2.0,پونک
54,1400,1,Yes,Yes,Yes,2100000000,25.0,یوسف‌آباد
60,1387,1,Yes,Yes,Yes,6500000000,4.0,پونک
123,1401,3,Yes,Yes,Yes,6200000000,24.0,اندیشه (شهر زیبا)
71,1389,2,No,Yes,Yes,63943000,,یاخچی‌آباد
97,1395,3,Yes,Yes,Yes,99484000,,شهران جنوبی
42,1381,1,No,Yes,Yes,3300000000,23.0,لشکر
110,1398,2,Yes,Yes,No,5390000000,2.0,شادآباد
122,1397,3,Yes,Yes,Yes,23500000000,36.0,سعادت‌آباد
108,1403,2,Yes,Yes,Yes,8300000000,15.0,دکتر هوشیار
85,1403,2,Yes,Yes,Yes,10850000000,35.0,سازمان برنامه
60,1400,1,No,Yes,Yes,1900000000,23.0,شهر زیبا
71,1394,2,Yes,Yes,Yes,98591000,,ستارخان
52,1387,2,No,Yes,Yes,56730000,,سلسبیل
70,1402,2,Yes,Yes,Yes,76428000,,جیحون
170,1403,3,Yes,Yes,Yes,202941000,,هروی
77,1403,2,Yes,Yes,Yes,74025000,,زنجان
80,1402,2,Yes,No,Yes,6400000000,55.0,آبشار
130,1385,3,Yes,Yes,Yes,16700000000,25.0,یوسف‌آباد
152,1403,3,Yes,Yes,Yes,25000000000,35.0,اباذر
126,1403,2,Yes,Yes,Yes,24900000000,26.0,پونک
140,1403,3,Yes,Yes,Yes,235714000,,میرداماد
60,1399,2,Yes,Yes,Yes,1480000000,3.0,مهرآباد جنوبی
70,1385,2,No,Yes,Yes,5850000000,3.0,امیرآباد
77,1401,2,Yes,Yes,Yes,9850000000,25.0,عباس‌آباد
105,1403,2,Yes,Yes,Yes,16800000000,55.0,پاسداران
44,1403,1,Yes,No,Yes,3100000000,14.0,دکتر هوشیار
101,1388,2,Yes,Yes,Yes,15500000000,2.0,قیطریه
60,1394,1,Yes,Yes,Yes,121666000,,دریان‌نو
75,1403,2,Yes,No,Yes,4350000000,4.0,جیحون
85,1390,2,Yes,Yes,Yes,103529000,,سازمان برنامه
112,1403,2,Yes,Yes,Yes,14600000000,24.0,جنت‌آباد جنوبی
51,1376,1,No,No,Yes,2600000000,4.0,حشمتیه
108,1384,2,Yes,Yes,Yes,110000000,5.0,کوی فردوس
130,1402,3,Yes,Yes,Yes,19350000000,45.0,جنت‌آباد جنوبی
125,1403,2,Yes,Yes,Yes,15000000000,34.0,جنت‌آباد مرکزی
64,1400,2,Yes,Yes,Yes,2200000000,24.0,جنت‌آباد شمالی
76,1403,2,Yes,Yes,Yes,3000000000,1.0,اندیشه (شهر زیبا)
81,1394,2,Yes,Yes,Yes,8200000000,35.0,سازمان برنامه
111,1389,2,Yes,Yes,Yes,151351000,,یوسف‌آباد
165,1403,3,Yes,Yes,Yes,34000000000,3.0,مرزداران
45,1397,1,No,Yes,Yes,1200000000,23.0,اکباتان
88,1389,2,Yes,Yes,Yes,99431000,,سازمان برنامه
126,1397,3,Yes,Yes,No,9000000000,25.0,نازی‌آباد
75,1387,2,No,Yes,Yes,6000000000,44.0,کوی فردوس
43,1380,1,No,No,No,3100000000,4.0,آذربایجان
58,1403,1,Yes,No,Yes,5800000000,44.0,آذربایجان
102,1402,2,Yes,Yes,Yes,12750000000,55.0,جنت‌آباد مرکزی
90,1385,2,No,Yes,Yes,9200000000,4.0,جنت‌آباد جنوبی
120,1385,3,Yes,Yes,Yes,155000000,,جردن
125,1403,2,Yes,Yes,Yes,14300000000,24.0,جنت‌آباد جنوبی
60,1390,2,Yes,Yes,Yes,2000000000,13.0,شهر زیبا
75,1394,2,No,Yes,Yes,3500000000,2.0,اندیشه (شهر زیبا)
107,1397,2,Yes,Yes,Yes,8450000000,716.0,دریاچه شهدای خلیج فارس
54,1393,1,Yes,No,Yes,4150000000,1.0,تهرانپارس شرقی
60,1403,1,Yes,Yes,Yes,100000000,,سلسبیل
185,1384,3,Yes,Yes,Yes,18200000000,35.0,کوی فردوس
107,1389,2,Yes,Yes,Yes,10800000000,3.0,کوی فردوس
70,1403,1,Yes,Yes,Yes,120000000,,ارم
98,1400,2,Yes,Yes,Yes,5950000000,1.0,استاد معین
60,1379,2,Yes,Yes,Yes,7000000000,55.0,کوی فردوس
80,1400,2,Yes,Yes,Yes,10600000000,5.0,ازگل
84,1375,2,No,Yes,Yes,85714000,,ستارخان
140,1388,3,Yes,Yes,Yes,17500000000,66.0,اراج
98,1400,2,Yes,Yes,Yes,7600000000,15.0,سلسبیل
83,1403,2,Yes,Yes,Yes,1245000000,918.0,چیتگر
135,1399,2,Yes,Yes,Yes,19500000000,55.0,تهرانپارس غربی
87,1400,2,Yes,Yes,Yes,8000000000,15.0,آبشار تهران
47,1385,1,Yes,Yes,Yes,124468000,,شهران جنوبی
128,1385,3,No,No,Yes,6500000000,34.0,نازی‌آباد
45,1382,1,No,Yes,No,2130000000,2.0,گمرک
112,1386,2,Yes,Yes,Yes,15500000000,5.0,پرواز
68,1402,2,Yes,Yes,Yes,9300000000,5.0,جنت‌آباد مرکزی
63,1386,2,No,No,Yes,4630000000,34.0,نارمک
140,1390,3,Yes,Yes,Yes,25000000000,56.0,نیاوران
44,1381,1,No,No,Yes,49545000,,جیحون
178,1403,3,Yes,No,No,9000000000,328.0,چیتگر
300,1401,4,Yes,Yes,Yes,316666000,,کامرانیه
125,1403,3,Yes,Yes,Yes,7400000000,35.0,افسریه
62,1397,1,No,Yes,Yes,1900000000,13.0,شهر زیبا
124,1399,2,Yes,Yes,Yes,22750000000,4.0,میرداماد
85,1403,2,Yes,Yes,Yes,5000000000,35.0,افسریه
97,1396,2,Yes,Yes,Yes,6111000000,25.0,فلاح
62,1383,1,No,Yes,No,2600000000,44.0,شهرک ولیعصر
113,1403,2,Yes,Yes,Yes,12330000000,4.0,جنت‌آباد جنوبی
112,1375,2,Yes,Yes,No,13500000000,15.0,جردن
135,1403,3,Yes,Yes,Yes,13800000000,25.0,استاد معین
68,1388,1,No,No,Yes,3900000000,24.0,نازی‌آباد
70,1393,1,Yes,Yes,Yes,11500000000,15.0,یوسف‌آباد
73,1402,1,Yes,Yes,Yes,7300000000,12.0,چیتگر
136,1389,3,Yes,Yes,Yes,20900000000,2.0,دریا
52,1384,1,No,Yes,Yes,107692000,,جنت‌آباد شمالی
270,1392,4,Yes,Yes,Yes,71000000000,910.0,اقدسیه
135,1398,2,Yes,Yes,Yes,50000000,,دیلمان
150,1400,3,Yes,Yes,Yes,186666000,,یوسف‌آباد
220,1394,3,Yes,Yes,Yes,61000000000,3.0,اقدسیه
110,1393,2,Yes,Yes,Yes,12900000000,24.0,تهرانپارس غربی
80,1388,2,Yes,Yes,Yes,98125000,,سازمان برنامه
72,1399,2,Yes,Yes,Yes,7450000000,4.0,سازمان برنامه
82,1393,2,Yes,Yes,Yes,13000000000,3.0,گیشا (کوی نصر)
104,1388,2,Yes,Yes,No,123846000,,نیلوفر
88,1393,2,Yes,Yes,Yes,13650000000,25.0,گیشا (کوی نصر)
73,1386,2,No,No,Yes,61643000,,نارمک جنوبی
70,1380,1,No,Yes,Yes,3530000000,34.0,مهرآباد جنوبی
68,1391,2,Yes,Yes,Yes,8400000000,2.0,اباذر
105,1402,2,Yes,Yes,Yes,5650000000,37.0,دیلمان
225,1381,3,Yes,Yes,Yes,45000000000,3.0,زعفرانیه
58,1383,1,No,Yes,Yes,3000000000,24.0,جیحون
68,1395,1,Yes,No,Yes,2940000000,4.0,فلاح
316,1403,4,Yes,Yes,Yes,490506000,,سعادت‌آباد
82,1403,2,Yes,Yes,No,5750000000,15.0,استاد معین
53,1394,1,No,Yes,Yes,2500000000,2.0,فلاح
118,1403,3,Yes,Yes,Yes,5700000000,1315.0,شهرک صدرا
250,1403,4,Yes,Yes,Yes,88000000000,2.0,سعادت‌آباد
480,1395,4,Yes,Yes,Yes,333333000,,اقدسیه
77,1393,2,Yes,Yes,Yes,9650000000,45.0,جنت‌آباد جنوبی
60,1387,1,Yes,Yes,Yes,7000000000,45.0,شهرک نفت (منطقه ۵)
113,1403,3,Yes,Yes,Yes,90265000,,دکتر هوشیار
55,1398,1,Yes,No,Yes,65454000,,دکتر هوشیار
92,1388,2,Yes,Yes,Yes,94130000,,شهر زیبا
180,1403,3,Yes,Yes,Yes,45000000000,4.0,دروس
93,1401,2,Yes,Yes,Yes,11000000000,611.0,ستارخان
450,1403,4,Yes,Yes,Yes,442222000,,نیاوران
86,1402,2,Yes,Yes,Yes,5100000000,45.0,وردآورد
66,1395,2,Yes,No,No,3500000000000,15.0,شهرک ولیعصر
123,1400,3,Yes,Yes,Yes,47154000,,گمرک
117,1403,2,Yes,Yes,Yes,166666000,,پونک
180,1400,3,Yes,Yes,Yes,57600000000,4.0,زعفرانیه
65,1393,1,Yes,No,Yes,3400000000,44.0,باغ خزانه
310,1403,4,Yes,Yes,Yes,139500000000,5.0,سعادت‌آباد
110,1395,2,Yes,Yes,No,6500000000,4.0,دیلمان
120,1402,2,Yes,Yes,Yes,24400000000,25.0,یوسف‌آباد
50,1397,1,No,No,No,3880000000,23.0,کرمان
235,1403,3,Yes,Yes,Yes,82250000000,8.0,نیاوران
63,1403,1,Yes,Yes,Yes,4095000000,2.0,مهرآباد جنوبی
132,1403,2,Yes,Yes,Yes,19140000000,35.0,جنت‌آباد مرکزی
57,1382,1,Yes,Yes,Yes,6100000000,35.0,شهرک ژاندارمری
115,1393,2,Yes,Yes,Yes,18500000000,5.0,پاسداران
165,1403,3,Yes,Yes,Yes,254545000,,حصار بوعلی
73,1388,2,Yes,Yes,Yes,83561000,,شهرک راه‌آهن
80,1402,2,Yes,Yes,Yes,1500000000,4.0,کوهک
88,1400,2,Yes,Yes,Yes,7400000000,1.0,تهران‌سر
65,1390,2,Yes,Yes,Yes,8600000000,45.0,پونک
65,1403,1,Yes,No,No,46000000,,طیب
58,1380,1,No,Yes,Yes,44827000,,گمرک
40,1383,1,No,Yes,Yes,70000000,,سلسبیل
67,1380,1,No,Yes,Yes,5999000000,4.0,جنت‌آباد جنوبی
240,1399,3,Yes,Yes,Yes,83000000000,1214.0,ولنجک
85,1388,2,No,No,Yes,6600000000,3.0,پونک
62,1391,1,No,Yes,Yes,3700000000,14.0,استاد معین
50,1384,1,No,No,Yes,3860000000,14.0,تهران‌سر
65,1400,1,Yes,Yes,Yes,32307000,,مبارک‌آباد بهشتی
85,1389,2,No,Yes,Yes,9400000000,3.0,پونک
205,1390,3,Yes,Yes,Yes,41000000000,1.0,سعادت‌آباد
106,1393,2,Yes,Yes,Yes,12000000000,45.0,شهران شمالی
166,1395,3,Yes,Yes,Yes,38000000000,25.0,سعادت‌آباد
43,1403,1,Yes,Yes,Yes,3000000000,24.0,شهرک ولیعصر
210,1400,3,Yes,Yes,Yes,152380952000,,شهرک ژاندارمری
78,1394,2,Yes,Yes,Yes,8100000000,4.0,جنت‌آباد شمالی
115,1394,2,Yes,Yes,Yes,11500000000,55.0,جنت‌آباد جنوبی
52,1393,1,Yes,Yes,Yes,4250000000,44.0,تهرانپارس شرقی
40,1380,1,No,No,Yes,2050000000,2.0,جی
125,1388,3,Yes,Yes,Yes,129600000,,سعادت‌آباد
120,1388,3,Yes,Yes,Yes,13160000000,25.0,جنت‌آباد جنوبی
60,1383,2,No,Yes,Yes,110000000000,,جنت‌آباد مرکزی
175,1393,3,Yes,Yes,Yes,40500000000,36.0,فرمانیه
135,1384,2,Yes,Yes,Yes,22450000000,45.0,پاسداران
65,1393,2,Yes,Yes,Yes,1930000000,58.0,شهر زیبا
140,1402,3,Yes,Yes,Yes,29400000000,35.0,یوسف‌آباد
81,1400,2,Yes,Yes,Yes,6490000000,55.0,اوقاف
160,1400,3,Yes,Yes,Yes,128125000,,جنت‌آباد مرکزی
85,1403,2,Yes,Yes,Yes,1500000000,712.0,چیتگر
200,1403,3,Yes,Yes,Yes,60000000000,810.0,آجودانیه
147,1403,3,Yes,Yes,Yes,9702000000,2.0,امام سجاد(ع)
92,1398,2,Yes,Yes,No,68478000,,تولید دارو
88,1403,2,Yes,Yes,Yes,2600000000,215.0,چیتگر
54,1385,1,No,No,Yes,2200000000,4.0,مسعودیه
105,1403,2,Yes,Yes,Yes,20000000000,35.0,کوی مهران
80,1383,2,No,Yes,Yes,70000000,,اندیشه (شهر زیبا)
270,1403,4,Yes,Yes,Yes,76000000000,5.0,سعادت‌آباد
110,1403,2,Yes,Yes,Yes,175000000,,یوسف‌آباد
80,1400,2,Yes,Yes,Yes,2690000000,13.0,اندیشه (شهر زیبا)
57,1401,1,Yes,Yes,Yes,2721000000,3.0,استاد معین
52,1400,1,Yes,Yes,Yes,1495000000,23.0,ستارخان
102,1395,2,Yes,Yes,Yes,9800000000,15.0,دانشگاه شریف
47,1382,1,No,No,Yes,2300000000,23.0,نازی‌آباد
55,1389,1,No,No,Yes,1250000000,1.0,میدان حر
73,1390,2,Yes,Yes,Yes,8500000000,55.0,پونک
94,1397,2,Yes,Yes,Yes,145531000,,قزل قلعه
230,1400,3,Yes,Yes,Yes,543478000,,الهیه
110,1392,3,Yes,Yes,Yes,19000000000,35.0,گیشا (کوی نصر)
118,1401,2,Yes,Yes,Yes,111864000,,شهرک راه‌آهن
115,1398,3,Yes,Yes,Yes,9500000000,3.0,وحیدیه
113,1382,2,Yes,Yes,Yes,12000000000,55.0,هروی
46,1389,1,No,Yes,Yes,63043000,,سلسبیل
67,1382,2,No,Yes,Yes,7350000000,14.0,جنت‌آباد مرکزی
118,1403,2,Yes,Yes,Yes,19469900000,45.0,پونک
68,1385,2,Yes,Yes,Yes,7500000000,1.0,کوی مهران
50,1390,1,Yes,Yes,Yes,7600000000,1.0,پونک
100,1403,2,Yes,Yes,Yes,8400000000,4.0,اوقاف
54,1388,1,Yes,Yes,Yes,5200000000,14.0,نارمک جنوبی
60,1403,1,Yes,Yes,Yes,1800000000,815.0,چیتگر
58,1398,2,No,Yes,Yes,1570000000,3.0,شهر زیبا
85,1385,2,Yes,Yes,Yes,9800000,2.0,ستارخان
110,1397,2,Yes,Yes,Yes,78181000,,دریاچه شهدای خلیج فارس
100,1403,2,Yes,Yes,Yes,3800000000,26.0,دریاچه شهدای خلیج فارس
54,1382,1,No,No,Yes,4650000000,34.0,شمس‌آباد
103,1381,2,No,Yes,Yes,9500000000,24.0,کوی فردوس
127,1398,2,Yes,Yes,Yes,14600000000,25.0,پاتریس لومومبا
55,1401,1,Yes,Yes,Yes,4400000000,34.0,استاد معین
80,1390,2,No,Yes,Yes,4220000000,44.0,چهارصد دستگاه
91,1403,2,Yes,Yes,Yes,8360000000,1.0,نازی‌آباد
70,1384,2,No,Yes,Yes,110714000,,المهدی
50,1403,1,Yes,Yes,Yes,27000000,,چیتگر
101,1401,2,Yes,Yes,Yes,122277000,,پونک
72,1403,2,Yes,Yes,Yes,11500000000,55.0,اباذر
109,1396,2,Yes,Yes,Yes,10200000000,1718.0,دریاچه شهدای خلیج فارس
140,1401,3,Yes,Yes,Yes,29000000000,67.0,میرداماد
43,1385,1,No,No,Yes,47906000,,مشیریه
99,1402,2,Yes,Yes,Yes,12800000000,35.0,تهرانپارس غربی
116,1389,3,Yes,Yes,Yes,16900000000,25.0,پونک
55,1394,1,Yes,Yes,Yes,11900000000,55.0,میرداماد
300,1402,3,Yes,Yes,Yes,8000000000,6.0,مبارک‌آباد بهشتی
64,1394,1,Yes,No,No,8500000000,1.0,حکمت
90,1394,2,Yes,Yes,Yes,8900000000,3.0,طرشت
40,1395,1,Yes,No,No,2200000000,44.0,طیب
145,1403,3,Yes,Yes,Yes,230000000,,میرداماد
65,1385,2,Yes,Yes,No,6700000000,5.0,اندیشه (شهر زیبا)
108,1400,2,Yes,Yes,Yes,13500000000,15.0,تهرانپارس غربی
57,1398,1,Yes,Yes,Yes,1460000000,13.0,اندیشه (شهر زیبا)
135,1403,3,Yes,Yes,Yes,130185000,,کوی فردوس
189,1385,3,Yes,Yes,Yes,24570000000,2.0,جلفا
73,1394,2,Yes,Yes,Yes,3280000000,45.0,مینابی
60,1403,1,Yes,Yes,Yes,4550000000,14.0,استاد معین
64,1392,2,No,Yes,Yes,7400000000,15.0,پونک
50,1397,1,Yes,No,Yes,3400000000,35.0,پیروزی
90,1387,2,Yes,Yes,Yes,8700000000000,45.0,جنت‌آباد شمالی
50,1401,1,Yes,Yes,Yes,1900000000,57.0,پونک
47,1398,1,Yes,Yes,Yes,2900000000,5.0,شهر زیبا
225,1400,3,Yes,Yes,Yes,66000000000,46.0,فرمانیه
140,1403,3,Yes,Yes,Yes,20200000000,26.0,پونک
105,1392,2,Yes,Yes,Yes,8150000000,5.0,شهرک راه‌آهن
87,1385,2,No,No,Yes,50229000,,هفت چنار
102,1402,2,Yes,Yes,Yes,17000000000,3.0,گیشا (کوی نصر)
180,1383,3,Yes,Yes,Yes,27000000000,55.0,پاسداران
140,1403,3,Yes,Yes,Yes,28500000000,3.0,پونک
210,1401,3,Yes,Yes,Yes,67000000000,36.0,جماران
185,1401,3,Yes,Yes,Yes,172972000,,گیشا (کوی نصر)
62,1399,1,Yes,No,Yes,3950000000,55.0,هاشمی
200,1403,4,Yes,Yes,Yes,45000000000,55.0,آجودانیه
150,1394,3,Yes,Yes,Yes,36000000000,4.0,دزاشیب
100,1395,2,Yes,Yes,Yes,1111111111,38.0,کوی مهران
130,1401,2,Yes,Yes,Yes,37000000000,36.0,قیطریه
150,1403,3,Yes,Yes,Yes,15000000,,چیتگر
80,1387,2,Yes,Yes,Yes,7300000000,3.0,جنت‌آباد مرکزی
140,1402,3,Yes,Yes,Yes,39000000000,36.0,نیاوران
108,1381,2,Yes,Yes,Yes,10500000000,1011.0,دبستان
74,1403,2,Yes,Yes,Yes,600000000,1018.0,دریاچه شهدای خلیج فارس
113,1397,2,Yes,Yes,Yes,9500000000,2.0,امیریه
57,1378,1,No,Yes,Yes,5800000000,34.0,شاهین
60,1386,2,No,Yes,Yes,4100000000,33.0,صادقیه
92,1397,2,Yes,Yes,No,10000000000,4.0,توحید
40,1403,1,Yes,No,No,3000000000,44.0,جیحون
57,1384,1,Yes,Yes,Yes,1920000000,4.0,اتابک
72,1384,2,Yes,Yes,Yes,122222000,,شیان
78,1392,2,Yes,Yes,Yes,8800000000,4.0,شهرک پرواز
61,1385,2,Yes,No,No,1550000000,12.0,ظهیرآباد
320,1386,4,Yes,Yes,Yes,90000000000,1515.0,زعفرانیه
